pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
1225,278,18,18090,329900,13260,NA,W,10615,14,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,2589,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60192,8215,0.43700547778454046,0.00998174071819841,0.3004260499087036,0.2424832623250152,0.0202069385270846,35411,Hoffman Estates,0,0,7,1,0,1,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.794,97420,FALSE,TRUE,TRUE
1226,203,72,72193,137470,42500,NA,T,5000,53,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1205,2,1,1,NA,NA,NA,CHICAGO,60652,5899,0.21766401084929649,0.1885065265299203,8.476012883539584e-4,0.590778097982709,0.00440752669944058,14000,Chicago,0,0,1,0,0,0,DURKIN PARK,BOGAN HS,6.949,68488,FALSE,TRUE,TRUE
1227,203,37,37053,89570,23940,NA,T,5040,51,NA,2,1,6,3,1,3,1,5,1,0,3,1,1,NA,NA,2,2,4,1,2,2,0,1250,2,1,1,NA,NA,NA,CALUMET CITY,60409,5886,0.08630648997621475,0.8309548080190282,0,0.07662249405368672,0.01223241590214067,10487,Calumet City,0,0,1,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.315,47423,FALSE,TRUE,TRUE
1228,203,17,17060,167570,59480,NA,W,5408,98,NA,1,1,6,3,1,3,1,5,2,0,1,1,1,2,2,2,2,4,1,2,2,0,1440,2,1,5,1,NA,1,EVANSTON,60201,4823,0.11300020733982998,0.5357661206717811,0.02073398299813394,0.27451793489529336,0.102011196350819,24582,Evanston,0,0,5,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,48648,FALSE,TRUE,TRUE
1229,278,25,25160,698070,106860,NA,W,8905,20,NA,3,1,8,4,1,3,1,5,1,0,3,2,1,2,1,2,2,3,3,1,1,0,3342,2,1,2,NA,NA,NA,GLENVIEW,60026,5386,0.7510211659858893,0.01076865948756034,0.14983290011139994,0.05087263275157817,0.06851095432603045,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,112969,FALSE,TRUE,TRUE
1230,203,19,19020,90080,83000,NA,W,14435,85,NA,1,1,5,2,1,3,1,5,2,0,3,1,0,2,NA,2,3,2,1,2,2,0,1232,2,1,1,NA,NA,NA,LEMONT,60439,5640,0.9088652482269504,0.02907801418439716,0.02127659574468085,0.04078014184397163,0,NA,NA,0,0,4,1,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.395,71250,FALSE,TRUE,TRUE
1231,204,71,71071,290090,51430,NA,T,3810,100,NA,1,1,7,4,1,3,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,2356,2,1,5,1,NA,NA,CHICAGO,60630,4264,0.3093339587242026,0.04268292682926829,0.16580675422138838,0.4552063789868668,0.05393996247654784,14000,Chicago,0,0,1,0,0,0,HAUGAN,ROOSEVELT HS,6.901516611295682,62264,FALSE,TRUE,TRUE
1232,211,70,70070,168830,36570,NA,O,3325,99,3,2,2,20,6,3,1,2,5,2,0,3,3,0,2,2,2,2,3,2,2,2,0,4344,2,2,3,NA,NA,NA,CHICAGO,60637,2158,0.02131603336422613,0.901760889712697,0.01112140871177015,0.04263206672845227,0.04633920296570899,14000,Chicago,0,0,1,0,0,0,WADSWORTH,HYDE PARK HS,6.89,34333,FALSE,TRUE,TRUE
1233,211,77,77052,488350,109540,NA,W,3222,107,2,2,2,12,6,1,3,2,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,2498,2,2,2,NA,NA,NA,CHICAGO,60622,2679,0.9029488615154908,0.017170586039567,0.01567749160134378,0.0429264650989175,0.0425531914893617,14000,Chicago,0,0,1,0,0,0,COLUMBUS,CLEMENTE HS,6.89,85000,FALSE,FALSE,TRUE
1234,234,30,30041,214780,71330,NA,W,21948,50,NA,3,1,7,4,3,1,1,5,2,1,3,2,1,NA,NA,2,2,3,3,1,2,0,1944,2,1,4,NA,NA,NA,ORLAND PARK,60462,4709,0.8549585899341686,0.03355277128902102,0,0.09386281588447654,0.03397748991293268,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,8.509,83828,FALSE,TRUE,TRUE
1235,211,71,71270,135860,47250,NA,W,3780,97,2,1,1,7,4,1,3,1,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2108,2,2,5,2,NA,NA,CHICAGO,60707,3720,0.2884408602150538,0.02365591397849462,0.03548387096774193,0.6387096774193548,0.02096774193548387,14000,Chicago,0,0,1,0,0,0,BURBANK,STEINMETZ COLLEGE PREP HS,6.894,58307,FALSE,TRUE,TRUE
1236,278,38,38056,340400,54450,NA,W,8712,59,NA,3,1,3,4,3,1,1,5,2,0,3,1,1,NA,NA,2,2,1,3,1,2,0,2004,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,5739,0.960446070744032,0.00958355114131381,0.02247778358599059,0.00278794215020038,0.00940930475692629,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,105114,FALSE,TRUE,TRUE
1237,202,39,39080,137400,40200,NA,W,6700,68,NA,2,1,7,3,1,1,1,5,2,0,2,1,1,2,2,2,2,1,2,1,2,0,955,2,1,5,1,NA,NA,EVERGREEN PARK,60805,5195,0.670259865255053,0.17035611164581327,0.02771896053897979,0.10914340712223292,0.02483156881616939,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,71393,FALSE,TRUE,TRUE
1238,203,71,71390,203120,63960,GD,T,5117,46,NA,2,1,6,3,1,3,1,5,2,0,3,1,1,2,NA,2,2,3,2,1,2,0,1588,2,1,1,NA,NA,NA,CHICAGO,60656,2544,0.940251572327044,0.01493710691823899,0.00746855345911949,0.03734276729559748,0,14000,Chicago,1,0,1,0,0,0,DIRKSEN,TAFT HS,6.884772382397572,52188,FALSE,TRUE,TRUE
1239,211,70,70010,168700,65280,NA,W,3840,127,3,2,2,16,6,1,2,2,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3956,2,2,2,NA,NA,NA,CHICAGO,60615,1254,0.07575757575757576,0.9011164274322168,0.02312599681020733,0,0,14000,Chicago,0,0,1,0,0,0,BURKE,PHILLIPS HS,6.89,51607,FALSE,FALSE,TRUE
1240,211,72,72120,82150,24180,NA,W,3720,106,NA,2,1,9,5,1,1,2,5,2,0,3,2,1,NA,NA,2,2,2,1,2,2,0,2416,2,2,2,NA,NA,NA,CHICAGO,60636,1656,0,0.8007246376811594,0,0.196256038647343,0.00603864734299516,14000,Chicago,0,0,4,1,0,1,HENDERSON,HOPE HS,6.873317191283292,24667,FALSE,TRUE,TRUE
1241,234,17,17011,341740,73960,NA,W,6724,65,NA,3,1,6,3,3,1,1,5,1,1,2,1,1,2,NA,2,2,1,1,1,2,0,1145,2,1,4,3,NA,NA,EVANSTON,60201,4175,0.8941317365269461,0.00455089820359281,0.03688622754491018,0.04263473053892215,0.03880239520958083,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,141250,FALSE,TRUE,TRUE
1242,205,27,27040,314570,55510,NA,W,4935,107,NA,4,1,7,4,1,3,1,5,2,0,3,1,1,2,NA,2,2,3,3,1,2,0,1747,2,1,2,NA,NA,NA,OAK PARK,60302,2413,0.6394529631164525,0.18814753418980523,0.05470368835474513,0.0663075010360547,0.09407376709490262,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,55179,FALSE,TRUE,TRUE
1243,202,71,71070,308600,48000,NA,W,3000,111,NA,1,1,6,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,990,2,1,1,NA,NA,1,CHICAGO,60641,3919,0.3421791273284001,0.02806838479203878,0.02092370502679254,0.587649910691503,0.03955090584332738,14000,Chicago,0,0,1,0,0,0,SCAMMON,SCHURZ HS,6.901516611295682,47931,FALSE,TRUE,TRUE
1244,208,29,29083,583800,73310,NA,W,11730,20,NA,2,1,9,4,1,3,1,5,1,1,3,3,1,2,1,2,2,5,2,1,1,0,4181,2,1,2,NA,NA,NA,PALATINE,60067,7183,0.7940971738827788,0.01127662536544619,0.14478630098844494,0.03703188082973688,0.02561603786718641,57225,Palatine,0,0,3,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,132222,TRUE,TRUE,TRUE
1245,203,31,31120,137770,41580,NA,W,7560,71,NA,2,1,6,3,4,3,1,5,1,2,3,1,0,2,2,2,2,1,3,1,2,0,1327,2,1,1,NA,NA,NA,WESTCHESTER,60154,4492,0.39804096170970615,0.311219946571683,0.01602849510240427,0.2591273374888691,0.02938557435440783,80047,Westchester,0,1,10,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,70790,FALSE,TRUE,TRUE
1246,211,71,71150,233340,45370,NA,T,3630,95,2,3,1,9,4,1,3,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2000,2,2,2,NA,NA,1,CHICAGO,60641,4197,0.4565165594472242,0.01524898737193233,0.05480104836788182,0.46056707171789374,0.02239695020252561,14000,Chicago,0,0,4,1,0,0,"GRAY, W",SCHURZ HS,6.894,71190,FALSE,TRUE,TRUE
1247,205,22,22150,234430,69300,NA,T,6600,80,NA,1,1,6,3,1,1,1,5,1,1,2,2,1,2,NA,2,2,1,1,1,2,0,1478,2,1,2,3,NA,1,PARK RIDGE,60068,5094,0.8804475853945819,0,0.02120141342756184,0.08814291323125245,0.02041617589320769,57875,Park Ridge,1,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,113576,FALSE,TRUE,TRUE
1248,211,71,71082,302830,103110,NA,W,4687,112,2,1,1,10,5,1,1,1,5,2,0,1,3,0,2,2,2,2,4,1,2,2,0,1910,2,2,5,1,NA,1,CHICAGO,60618,3681,0.378158109209454,0.02961151860907362,0.10377614778592774,0.43276283618581907,0.09508285791904374,14000,Chicago,0,0,6,1,0,0,BATEMAN,ROOSEVELT HS,6.901516611295682,64917,FALSE,TRUE,TRUE
1249,202,31,31020,114370,29790,NA,W,5418,70,NA,3,1,4,2,1,3,1,5,2,0,1,1,0,2,NA,2,2,7,NA,NA,NA,0,792,2,1,1,3,NA,NA,BELLWOOD,60104,5922,0.03917595406957109,0.6761229314420804,0.02043228638973319,0.2595406957109085,0.00945626477541371,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,19.52,61484,FALSE,FALSE,TRUE
1250,203,72,72281,50230,23200,NA,W,3095,63,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1061,2,1,1,NA,NA,NA,CHICAGO,60620,1794,0.01114827201783723,0.9693422519509476,0,0.01950947603121516,0,14000,Chicago,0,0,1,0,0,0,FOSTER PARK,HARLAN HS,6.908,35086,FALSE,FALSE,TRUE
1251,295,28,28103,175390,44560,NA,W,4051,22,NA,3,1,7,3,1,3,1,5,1,0,3,2,1,2,2,2,2,3,2,1,1,0,2228,2,1,2,NA,NA,NA,TINLEY PARK,60487,9619,0.8735835325917455,0.01060401289115292,0.04678240981390997,0.05832207090134109,0.021415947603701,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,97899,FALSE,TRUE,TRUE
1252,202,35,35040,165160,57660,NA,W,12141,54,NA,1,1,6,3,3,1,1,5,2,0,3,1,1,2,2,2,2,1,2,1,2,125,984,2,1,1,NA,NA,NA,SCHAUMBURG,60193,5223,0.6034845874018763,0.01531686770055523,0.15029676431169825,0.218648286425426,0.02010338885697874,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,80957,FALSE,TRUE,TRUE
1253,206,71,71200,306010,56650,NA,W,4532,65,NA,3,2,8,4,1,3,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,2781,2,1,2,NA,NA,NA,CHICAGO,60634,6360,0.4119496855345912,0.0080188679245283,0.07091194968553459,0.504245283018868,0.00974842767295597,14000,Chicago,0,0,1,0,0,0,"LOCKE, J",STEINMETZ COLLEGE PREP HS,6.894,51071,FALSE,TRUE,TRUE
1254,204,18,18070,162090,28710,GD,O,8203,47,NA,3,1,7,4,2,3,1,2,1,0,1,2,1,2,NA,2,2,3,2,1,2,0,1911,2,1,5,1,NA,NA,HANOVER PARK,60133,6495,0.27990762124711316,0.02124711316397228,0.08637413394919169,0.5839876828329484,0.05696689761354888,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.557,74792,FALSE,TRUE,TRUE
1255,202,72,72274,98520,64870,NA,W,8650,95,NA,2,1,3,2,1,3,1,5,2,1,2,1,0,NA,NA,2,2,7,NA,NA,NA,0,660,2,1,1,3,NA,1,CHICAGO,60643,4047,0.3904126513466766,0.5213738571781567,0.00494193229552755,0.05090190264393378,0.05534964170990857,14000,Chicago,0,0,1,0,0,0,SUTHERLAND,MORGAN PARK HS,6.908,73300,FALSE,FALSE,TRUE
1256,203,72,72212,79480,30000,NA,T,3750,67,NA,1,1,4,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1114,2,1,1,NA,NA,NA,CHICAGO,60620,5514,0.00761697497279651,0.9762422923467536,0,0.01196953210010881,0.00417120058034095,14000,Chicago,0,0,1,0,0,0,BARTON,BOGAN HS,6.873317191283292,35274,FALSE,FALSE,TRUE
1257,295,29,29100,310160,3830,NA,W,1181,5,NA,1,1,6,3,3,1,1,5,1,0,3,2,1,2,2,2,2,3,2,1,2,0,1655,2,1,2,NA,NA,NA,ROLLING MEADOWS,60008,4566,0.7490144546649146,0.01971090670170828,0.04686815593517302,0.16732369689005694,0.03416557161629435,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,72627,FALSE,TRUE,TRUE
1258,210,15,15080,106690,34960,NA,W,3780,72,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1023,2,1,2,NA,NA,NA,CICERO,60804,7973,0.16618587733600904,0.01755926251097454,0.01141352063213345,0.8030854132697856,0.0035118525021949,14351,Cicero,0,0,5,1,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,44867,FALSE,TRUE,TRUE
1259,234,37,37121,56670,17950,NA,W,6529,56,NA,1,1,5,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1044,2,1,4,NA,NA,NA,MARKHAM,60428,3361,0.00922344540315382,0.9818506396905684,0,0.00535554894376673,0.00357036596251115,47007,Markham,0,0,4,1,0,0,SCHOOL DISTRICT  152,THORNTON TOWNSHIP HIGH SCHOOL  205,26.788,37500,FALSE,TRUE,TRUE
1260,204,28,28100,364760,120320,NA,W,18512,25,NA,2,1,8,4,1,3,1,5,1,1,3,3,0,2,NA,2,2,5,2,1,2,0,3825,2,1,1,NA,NA,NA,ORLAND PARK,60462,7020,0.8626780626780627,0.02008547008547008,0.01039886039886039,0.0737891737891738,0.0660968660968661,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,91250,FALSE,TRUE,TRUE
1261,209,25,25200,985950,304920,NA,W,43560,78,NA,3,1,14,5,3,3,1,5,1,2,2,4,1,2,2,2,2,5,2,1,2,0,6587,2,1,2,3,NA,1,GLENVIEW,60025,4792,0.8950333889816361,0.01898998330550918,0.03005008347245409,0.04653589315525876,0.0187813021702838,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,TRUE,TRUE,TRUE
1262,203,70,70080,84530,35150,NA,O,3906,64,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1189,2,1,1,NA,NA,NA,CHICAGO,60617,3781,0.0042316847394869,0.9664110023803226,0,0,0.05871462576038085,14000,Chicago,0,0,1,0,0,0,CALDWELL,CHICAGO VOCATIONAL HS,6.88386464826358,44333,FALSE,TRUE,TRUE
1263,234,13,13170,156350,28790,NA,W,7198,52,NA,3,1,6,3,3,1,1,2,2,0,3,2,0,NA,NA,2,2,1,1,1,2,0,1167,2,1,4,NA,NA,NA,TINLEY PARK,60477,4291,0.7848986250291308,0.02097413190398508,0.0393847587974831,0.1412258214868329,0.01841062689349801,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,61774,FALSE,TRUE,TRUE
1264,203,39,39050,132890,37570,NA,W,6262,73,NA,2,1,4,2,1,3,1,5,2,0,1,1,1,2,2,2,2,2,1,2,2,0,1152,2,1,5,1,NA,NA,OAK LAWN,60453,3978,0.7476118652589241,0.01935646053293112,0.00854700854700854,0.21568627450980393,0.01759678230266465,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,12.437,93723,FALSE,TRUE,TRUE
1265,211,72,72221,86590,26000,NA,W,4000,93,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1952,2,2,2,NA,NA,NA,CHICAGO,60620,4329,0.03326403326403326,0.9431739431739432,0.00392700392700392,0.01663201663201663,0.006006006006006,14000,Chicago,0,0,1,0,0,0,STAGG,HYDE PARK HS,6.873317191283292,28014,FALSE,TRUE,TRUE
1266,295,32,32220,117420,17000,NA,W,1546,19,NA,3,1,5,3,1,1,1,5,1,0,3,2,0,2,2,2,2,3,3,1,2,0,1184,2,1,1,NA,NA,NA,MATTESON,60443,2596,0.2014637904468413,0.6471494607087828,0.03274268104776579,0.08513097072419107,0.06702619414483821,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.737,54575,FALSE,TRUE,TRUE
1267,208,23,23093,1208860,234660,NA,W,11733,2,NA,4,1,10,5,1,1,1,5,1,2,2,4,2,2,2,2,2,5,4,2,2,0,4218,2,1,2,1,NA,NA,WILMETTE,60091,4880,0.8752049180327869,2.0491803278688525e-4,0.07172131147540983,0.01823770491803278,0.06926229508196721,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,162328,TRUE,TRUE,TRUE
1268,210,77,77132,273490,71400,NA,W,2100,132,NA,2,2,7,4,1,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,1512,2,1,2,NA,NA,NA,CHICAGO,60612,1976,0.4043522267206478,0.2560728744939271,0.15941295546558704,0.14676113360323886,0.06072874493927125,14000,Chicago,0,0,3,0,0,1,IRVING,MANLEY HS,6.913,42313,FALSE,FALSE,TRUE
1269,204,22,22111,354130,57650,NA,W,6783,67,NA,2,3,10,5,3,1,1,5,1,1,2,2,0,2,2,2,2,3,1,2,2,15,2002,2,1,1,3,NA,NA,PARK RIDGE,60068,3946,0.8091738469336036,0.00430816016218955,0.0476431829700963,0.0957932083122149,0.05575266092245311,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,92500,FALSE,TRUE,TRUE
1270,203,12,12032,55170,50020,NA,W,16675,69,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,4,1,1,2,0,1326,2,1,1,NA,NA,NA,GLENWOOD,60425,4966,0.1761981474023359,0.7184857027788965,8.054772452678212e-4,0.07410390656463955,0.0590012082158679,30029,Glenwood,0,0,1,0,0,0,SCHOOL DISTRICT  167,BLOOM TOWNSHIP HIGH SCHOOL  206,18.647,57361,FALSE,TRUE,TRUE
1271,206,23,23092,560040,200550,NA,W,9550,91,NA,2,3,9,3,1,3,2,5,1,1,2,2,1,2,2,2,2,3,2,2,2,0,2547,2,1,2,3,NA,NA,WINNETKA,60093,5279,0.9143777230536086,0.00303087706004925,0.02292100776662246,0.03371850729304793,0.04110627012691797,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 38,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.504,211042,FALSE,TRUE,TRUE
1272,295,18,18060,68440,16050,NA,W,1338,53,NA,2,1,5,2,1,1,1,5,1,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,693,2,1,1,NA,NA,NA,STREAMWOOD,60107,2365,0.3226215644820296,0.0904862579281184,0.13446088794926003,0.4249471458773784,0.05243128964059197,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,62063,FALSE,FALSE,TRUE
1273,210,33,33015,120740,46420,NA,W,3504,70,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1044,2,1,2,NA,NA,NA,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,1,0,1,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,FALSE,TRUE
1274,203,18,18015,200250,26270,NA,W,5839,30,NA,1,1,8,4,2,3,1,5,1,0,3,2,1,2,NA,2,2,3,1,1,2,62,1401,2,1,1,NA,NA,NA,ELGIN,60120,8215,0.43700547778454046,0.00998174071819841,0.3004260499087036,0.2424832623250152,0.0202069385270846,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,97420,FALSE,TRUE,TRUE
1275,278,29,29041,312240,219410,EX,O,146274,46,NA,1,1,11,6,1,3,1,5,2,1,3,2,1,2,2,2,2,3,1,1,2,0,2740,2,1,2,NA,NA,NA,INVERNESS,60067,6827,0.7694448513256189,0.01039988281822176,0.20301743078951223,0,0.03427567013329427,37608,Inverness,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.075,157125,FALSE,TRUE,TRUE
1276,211,11,11010,244930,53040,NA,W,4080,73,3,2,2,13,8,1,2,2,5,2,0,3,3,0,2,2,2,2,3,2,2,2,0,3538,2,2,2,NA,NA,NA,BERWYN,60402,6796,0.22601530311948204,0.1353737492642731,0.01957033549146556,0.6174220129487934,0.00323719835197174,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,56663,FALSE,TRUE,TRUE
1277,295,77,77132,291510,22740,NA,W,669,40,NA,2,1,6,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1406,2,1,2,NA,NA,NA,CHICAGO,60607,2699,0.4201556131900704,0.05816969247869581,0.400518710633568,0.0952204520192664,0.05187106335679881,14000,Chicago,0,0,3,0,0,0,SMYTH,WELLS HS,6.913,52500,FALSE,FALSE,TRUE
1278,234,37,37092,101970,34650,AV,W,7700,49,NA,3,1,6,3,3,1,1,5,2,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1415,2,1,4,3,NA,NA,DOLTON,60419,4578,0.05417212756662298,0.9159021406727827,0.00873743993010048,0.00677151594582787,0.02883355176933158,20292,Dolton,0,0,6,1,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,46837,FALSE,TRUE,TRUE
1279,203,35,35040,208540,34950,NA,W,7359,46,NA,1,1,6,3,1,1,1,5,2,1,3,1,1,2,NA,2,2,3,1,1,2,0,1311,2,1,1,NA,NA,NA,SCHAUMBURG,60193,4224,0.8129734848484849,0.03077651515151515,0.12949810606060605,0.00733901515151515,0.03693181818181818,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,99643,FALSE,TRUE,TRUE
1280,203,72,72282,86480,27900,NA,W,3720,59,NA,1,1,4,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1157,2,1,1,NA,NA,NA,CHICAGO,60628,1498,0.01468624833110814,0.9626168224299064,0.02269692923898531,0,0,14000,Chicago,0,0,1,0,0,0,EVERS,HARLAN HS,6.908,39527,FALSE,FALSE,TRUE
1281,211,77,77115,16400,37010,NA,W,3150,110,NA,NA,NA,0,0,NA,NA,NA,5,NA,0,NA,0,0,NA,NA,NA,NA,7,NA,NA,NA,0,0,NA,2,NA,NA,NA,NA,CHICAGO,60623,4402,0.05452067242162653,0.0036347114947751,0,0.9243525670149932,0.03498409813721036,14000,Chicago,0,0,1,0,0,1,SPRY,FARRAGUT HS,6.89,26833,FALSE,FALSE,FALSE
1282,203,77,77150,321060,89770,NA,W,3150,114,NA,3,1,7,3,4,3,1,5,1,0,1,1,1,2,2,2,2,1,1,2,2,0,1631,2,1,5,1,NA,1,CHICAGO,60647,2201,0.6201726487960019,0.01999091322126306,0.0258973194002726,0.3084961381190368,0.04725124943207633,14000,Chicago,0,0,1,0,0,1,BRENTANO,SCHURZ HS,6.915,88942,FALSE,TRUE,TRUE
1283,211,70,70070,186500,73150,NA,O,6650,117,6,2,2,30,12,1,3,2,5,2,0,3,6,0,2,2,2,2,7,NA,NA,NA,0,9288,2,2,3,NA,NA,NA,CHICAGO,60637,2158,0.02131603336422613,0.901760889712697,0.01112140871177015,0.04263206672845227,0.04633920296570899,14000,Chicago,0,0,1,0,0,0,WADSWORTH,HYDE PARK HS,6.89,34333,FALSE,FALSE,TRUE
1284,204,18,18090,298120,7040,NA,W,5639,17,NA,1,1,7,2,1,3,1,5,1,0,3,2,0,2,2,2,2,3,1,1,2,0,1873,2,1,1,NA,NA,NA,HOFFMAN ESTATES,60192,8215,0.43700547778454046,0.00998174071819841,0.3004260499087036,0.2424832623250152,0.0202069385270846,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.794,97420,FALSE,TRUE,TRUE
